# INSTANCE GSSP 30x30-01

Jobs = 30;
Machines = 30;

# processing times
pt = [
[75, 31, 9, 74, 6, 16, 61, 86, 82, 82, 95, 42, 58, 2, 15, 79, 95, 90, 47, 5, 74, 18, 60, 97, 7, 12, 54, 91, 48, 38]
[78, 27, 40, 10, 4, 12, 94, 16, 54, 75, 14, 58, 42, 87, 82, 69, 52, 59, 84, 90, 6, 61, 27, 59, 14, 25, 82, 8, 1, 52]
[53, 34, 14, 12, 82, 44, 36, 83, 36, 30, 59, 49, 33, 78, 70, 11, 86, 16, 26, 32, 28, 70, 95, 17, 31, 56, 21, 34, 64, 98]
[84, 20, 15, 18, 71, 78, 70, 28, 11, 57, 86, 5, 43, 1, 23, 85, 6, 26, 16, 29, 86, 30, 35, 16, 67, 43, 27, 7, 18, 17]
[23, 76, 58, 43, 17, 81, 57, 92, 64, 63, 85, 15, 41, 18, 8, 20, 83, 71, 11, 6, 27, 88, 7, 8, 37, 88, 29, 47, 66, 97]
[81, 88, 54, 93, 39, 4, 76, 69, 46, 61, 59, 34, 19, 25, 7, 57, 36, 80, 56, 42, 99, 64, 55, 6, 55, 64, 78, 84, 79, 57]
[28, 43, 2, 72, 17, 42, 39, 35, 15, 65, 70, 98, 33, 6, 7, 81, 83, 54, 11, 13, 51, 41, 86, 46, 15, 95, 5, 61, 68, 10]
[39, 82, 95, 14, 70, 35, 18, 71, 35, 72, 89, 3, 62, 39, 54, 97, 9, 61, 19, 78, 68, 13, 25, 86, 24, 3, 35, 86, 91, 40]
[20, 48, 72, 73, 80, 20, 67, 76, 33, 54, 58, 49, 47, 7, 48, 3, 70, 30, 13, 87, 96, 56, 91, 21, 7, 2, 22, 90, 33, 1]
[61, 50, 27, 78, 55, 88, 15, 13, 47, 87, 60, 36, 81, 7, 22, 81, 6, 96, 19, 25, 27, 64, 63, 52, 18, 63, 25, 16, 87, 43]
[12, 49, 12, 51, 4, 83, 45, 59, 84, 93, 46, 34, 80, 59, 16, 83, 1, 33, 27, 12, 26, 62, 34, 81, 17, 8, 19, 27, 40, 73]
[68, 70, 61, 81, 51, 70, 94, 20, 78, 87, 5, 25, 77, 25, 21, 82, 50, 92, 97, 19, 14, 61, 11, 5, 49, 56, 62, 19, 76, 29]
[32, 41, 31, 35, 14, 69, 99, 75, 34, 30, 33, 21, 53, 59, 26, 50, 40, 38, 40, 72, 45, 63, 2, 35, 99, 62, 86, 43, 76, 52]
[65, 34, 11, 87, 62, 41, 37, 29, 14, 88, 71, 7, 36, 31, 14, 71, 54, 45, 71, 78, 62, 66, 10, 26, 63, 63, 85, 97, 63, 88]
[25, 52, 96, 33, 54, 39, 50, 86, 37, 54, 77, 74, 41, 94, 25, 14, 84, 42, 72, 49, 87, 15, 75, 81, 98, 70, 85, 73, 81, 91]
[54, 87, 37, 46, 75, 98, 76, 66, 85, 85, 84, 84, 77, 15, 86, 42, 13, 83, 50, 15, 52, 85, 82, 43, 22, 32, 23, 7, 74, 78]
[79, 84, 26, 3, 53, 23, 58, 90, 34, 87, 93, 22, 45, 97, 62, 43, 87, 65, 12, 60, 4, 56, 68, 70, 10, 84, 62, 94, 30, 85]
[77, 55, 79, 52, 51, 56, 17, 4, 5, 3, 32, 21, 69, 3, 85, 77, 71, 47, 62, 11, 76, 19, 74, 43, 47, 23, 20, 59, 37, 76]
[52, 89, 2, 20, 59, 16, 96, 62, 69, 64, 94, 2, 40, 22, 86, 78, 66, 15, 83, 87, 23, 81, 79, 64, 30, 11, 24, 98, 6, 19]
[54, 80, 79, 66, 28, 50, 59, 92, 13, 63, 38, 78, 50, 73, 56, 32, 98, 42, 28, 6, 87, 32, 25, 29, 9, 31, 34, 80, 1, 56]
[80, 59, 34, 40, 85, 95, 91, 11, 37, 63, 68, 16, 16, 90, 82, 84, 65, 46, 38, 18, 73, 24, 22, 2, 35, 54, 26, 4, 49, 56]
[91, 50, 87, 73, 50, 69, 80, 25, 92, 11, 96, 66, 38, 50, 36, 19, 7, 59, 1, 65, 62, 51, 31, 11, 47, 48, 8, 25, 15, 99]
