# INSTANCE PM GSSP 50x50-03

Jobs = 50;
Machines = 50;

# machines in parallel
Capacity = [3,2,1,1,2,3,2,3,2,3,3,1,2,1,2,2,2,3,3,1,2,2,1,3,1,2,1,3,2,1];

# processing times
pt = [
[41,75,58,5,96,65,94,33,98,48,3,23,23,86,81,92,49,39,13,2,10,96,55,14,2,19,20,6,4,2,78,56,47,63,28,67,65,40,89,76,30,18,15,42,44,79,36,69,29,74]
[54,62,15,13,21,21,27,60,47,4,82,67,81,74,87,77,48,46,85,7,88,54,4,84,71,21,65,26,81,46,22,35,8,38,58,68,64,42,49,43,60,13,88,80,25,13,3,60,30,72]
[84,33,10,15,39,61,85,61,86,86,62,8,15,93,76,65,36,37,36,69,76,56,87,73,51,46,30,19,95,76,27,21,97,44,48,62,17,24,45,14,40,29,78,19,8,8,80,89,48,69]
[65,61,95,3,35,5,85,38,91,7,62,1,6,57,89,14,89,18,22,95,70,42,82,79,89,31,84,25,46,1,36,63,20,73,14,15,73,32,63,50,44,79,16,56,58,31,78,60,36,76]
[24,27,27,76,88,68,28,76,86,4,67,39,77,63,93,22,4,79,98,84,89,92,58,11,50,48,2,60,7,27,19,8,89,22,42,27,92,1,68,22,77,86,65,23,83,84,92,46,87,14]
[59,91,34,21,90,94,34,32,93,99,75,44,24,19,32,62,84,65,65,91,66,30,90,22,30,14,88,89,2,19,47,64,49,99,40,75,27,50,64,99,67,85,92,56,35,78,67,76,13,46]
[79,70,69,70,95,43,3,71,21,53,29,86,5,74,19,72,76,29,71,39,78,95,22,20,5,7,32,42,22,73,82,42,45,2,10,56,69,74,18,65,89,21,25,60,88,9,63,74,87,89]
[31,65,22,2,84,79,74,35,50,47,64,74,39,56,72,80,31,72,22,66,5,7,36,54,97,93,96,63,57,71,37,77,16,81,96,47,73,62,77,1,72,16,69,35,11,80,72,16,57,95]
[91,11,91,51,75,78,60,46,16,43,1,83,75,17,57,2,44,69,12,8,63,62,15,53,42,38,61,34,6,7,3,98,21,99,3,52,36,49,47,92,71,79,56,36,77,60,56,30,11,99]
[55,57,18,90,19,22,12,80,73,16,39,70,72,22,21,31,24,20,40,49,81,20,43,73,61,97,80,41,23,51,78,78,68,73,59,24,46,1,55,50,26,5,71,42,63,75,15,1,34,26]
[63,96,43,15,17,49,42,97,62,90,40,37,32,25,81,1,76,4,62,50,70,87,39,69,78,24,47,53,15,30,6,4,96,65,98,55,60,3,27,88,37,52,55,72,57,68,84,14,95,26]
[17,77,73,73,13,36,96,80,63,39,62,55,90,86,77,29,4,47,67,77,18,18,85,81,33,47,91,56,49,6,40,87,63,95,70,91,26,13,28,74,53,48,41,29,19,81,1,9,33,81]
[6,87,9,25,21,55,40,24,71,92,75,79,85,23,27,76,65,69,25,66,40,6,25,58,41,28,85,23,78,57,4,75,12,6,37,62,31,49,97,64,24,45,27,51,29,75,3,22,98,79]
[17,96,39,73,22,89,56,9,14,2,58,94,65,51,9,36,3,63,24,76,61,58,32,72,32,34,16,40,58,80,5,18,2,13,46,93,13,76,27,32,22,7,67,27,28,69,83,92,90,42]
[20,2,41,18,62,79,9,31,55,94,25,61,45,4,14,25,99,84,41,79,91,37,73,69,44,51,87,86,10,94,96,77,92,23,26,35,91,95,86,20,45,90,4,98,53,39,94,99,15,84]
[30,36,25,37,12,48,73,47,6,12,74,56,50,61,32,64,59,54,22,49,65,69,19,19,78,4,67,41,39,26,59,85,94,34,67,12,11,16,84,25,56,99,57,31,66,17,75,49,51,96]
[64,46,50,33,55,4,24,18,73,22,93,40,59,63,72,19,17,69,75,45,90,76,24,36,59,99,35,13,98,58,68,51,39,78,46,83,43,92,65,17,26,85,92,25,27,7,48,94,33,49]
[87,93,24,30,89,29,51,39,12,30,65,56,74,61,85,61,89,67,58,76,69,64,51,15,27,71,68,34,81,72,45,24,23,78,4,27,96,22,47,1,21,14,19,2,12,73,87,39,78,65]
[42,37,36,58,40,45,34,87,9,89,5,28,27,43,95,38,90,61,28,54,67,63,80,3,47,69,9,21,3,28,17,60,35,77,55,52,44,77,59,39,12,20,66,78,43,40,19,49,54,7]
[75,68,62,65,46,72,32,21,16,1,63,28,72,25,50,94,10,77,8,57,13,74,73,47,48,32,84,76,70,4,50,72,52,99,51,8,65,50,8,78,76,19,13,63,78,3,51,68,83,30]
[17,45,72,98,99,71,5,26,4,81,26,8,41,1,58,5,45,31,99,84,22,61,20,77,47,9,20,36,69,94,70,86,35,60,4,38,35,43,2,46,84,63,13,3,62,15,71,48,27,89]
[34,68,7,33,24,65,68,77,33,65,13,39,66,77,40,73,5,7,37,82,75,16,44,13,83,86,76,26,45,44,45,44,62,55,90,58,5,79,96,11,28,84,58,51,58,73,3,42,45,58]
[48,64,30,83,46,17,26,48,92,67,3,64,59,53,84,32,60,91,62,91,92,18,96,19,12,12,56,52,24,70,51,52,6,77,79,43,92,21,39,94,16,57,91,8,13,45,71,71,41,24]
[92,30,3,97,31,90,57,72,86,20,31,25,57,16,3,62,36,54,70,82,70,30,44,83,16,78,38,70,15,82,63,36,64,77,54,2,84,42,86,7,94,51,81,17,66,56,7,16,85,96]
[4,36,64,84,71,11,61,74,61,54,1,14,3,41,83,19,98,60,23,67,87,67,61,18,19,43,66,96,38,21,57,25,72,96,88,45,91,44,52,62,62,40,26,71,59,3,44,72,13,23]
[36,17,68,93,25,82,78,72,91,79,76,71,98,1,23,32,42,35,34,92,22,72,36,62,86,93,97,63,53,15,88,63,48,33,38,72,24,17,38,3,97,58,39,22,50,80,32,43,52,78]
[47,47,1,53,97,73,85,3,59,71,54,68,78,29,56,7,93,49,63,11,83,61,76,80,28,7,49,95,74,7,71,60,79,11,11,6,16,44,62,45,82,10,65,86,28,21,36,43,57,53]
