# INSTANCE GSSP 30x30-08

Jobs = 30;
Machines = 30;

# processing times
pt = [
[68, 34, 6, 16, 91, 48, 24, 2, 14, 5, 94, 6, 29, 63, 64, 98, 99, 82, 86, 83, 82, 93, 31, 42, 38, 69, 32, 20, 58, 3]
[33, 39, 83, 39, 83, 91, 38, 6, 16, 21, 78, 80, 72, 88, 18, 32, 90, 86, 51, 11, 84, 88, 16, 66, 68, 97, 10, 95, 68, 93]
[21, 71, 21, 34, 12, 34, 40, 96, 26, 4, 6, 1, 92, 28, 64, 43, 52, 35, 68, 45, 78, 21, 82, 39, 47, 47, 16, 47, 4, 79]
[40, 81, 58, 21, 69, 32, 37, 93, 87, 47, 51, 90, 73, 30, 31, 1, 89, 16, 72, 42, 63, 63, 39, 95, 91, 12, 94, 95, 35, 17]
[31, 75, 4, 86, 89, 31, 36, 56, 61, 78, 14, 98, 20, 18, 86, 34, 14, 43, 86, 93, 12, 96, 2, 91, 61, 9, 78, 83, 49, 19]
[42, 39, 9, 8, 36, 81, 9, 99, 71, 64, 11, 15, 69, 86, 37, 83, 13, 48, 40, 58, 52, 57, 32, 24, 94, 32, 84, 8, 54, 11]
[1, 24, 93, 18, 12, 24, 72, 20, 77, 77, 42, 62, 20, 84, 65, 2, 35, 99, 21, 48, 85, 67, 75, 89, 45, 97, 83, 26, 17, 90]
[14, 35, 3, 52, 79, 47, 49, 79, 64, 22, 87, 61, 23, 45, 64, 29, 92, 27, 80, 80, 55, 24, 9, 9, 15, 54, 39, 54, 6, 76]
[94, 3, 47, 73, 1, 25, 7, 91, 9, 17, 66, 87, 14, 54, 26, 20, 15, 41, 15, 90, 55, 73, 45, 15, 70, 85, 6, 28, 70, 45]
[56, 54, 22, 72, 69, 31, 10, 86, 75, 71, 5, 2, 3, 77, 68, 76, 38, 50, 53, 80, 31, 40, 32, 48, 32, 57, 35, 46, 5, 24]
[25, 80, 86, 70, 57, 88, 82, 14, 97, 88, 7, 31, 30, 28, 14, 96, 96, 93, 16, 26, 49, 27, 14, 69, 27, 10, 33, 18, 69, 99]
[76, 33, 13, 31, 58, 46, 15, 35, 98, 45, 4, 39, 83, 28, 44, 55, 19, 74, 31, 20, 77, 23, 18, 55, 67, 17, 75, 51, 70, 16]
[30, 2, 37, 22, 2, 19, 88, 76, 9, 34, 82, 87, 28, 23, 99, 88, 16, 60, 22, 46, 52, 61, 34, 6, 65, 83, 47, 53, 72, 26]
[9, 16, 63, 13, 82, 63, 28, 88, 76, 34, 99, 70, 10, 41, 55, 64, 59, 74, 21, 29, 33, 54, 75, 1, 80, 58, 70, 65, 32, 47]
[11, 96, 63, 79, 2, 82, 72, 34, 5, 9, 74, 13, 73, 95, 84, 10, 97, 86, 32, 30, 26, 6, 85, 65, 27, 57, 22, 40, 24, 54]
[90, 6, 61, 71, 95, 11, 16, 13, 44, 39, 60, 77, 27, 77, 83, 21, 27, 93, 65, 97, 31, 1, 32, 27, 84, 7, 10, 94, 86, 86]
[42, 69, 22, 58, 25, 37, 34, 69, 3, 48, 56, 24, 85, 60, 93, 3, 88, 43, 84, 93, 20, 62, 54, 17, 43, 18, 34, 70, 29, 97]
[17, 43, 36, 67, 93, 20, 30, 88, 53, 44, 77, 16, 84, 3, 46, 7, 20, 27, 24, 87, 49, 43, 34, 94, 21, 41, 66, 10, 2, 43]
[68, 74, 44, 2, 52, 51, 31, 49, 48, 12, 45, 25, 86, 86, 60, 91, 88, 66, 69, 33, 4, 63, 56, 82, 44, 95, 92, 26, 34, 32]
