# INSTANCE GSSP 50x50-02

Jobs = 50;
Machines = 50;

# processing times
pt = [
[14,6,60,44,38,58,96,48,42,24,8,30,56,58,25,67,92,79,24,13,65,15,66,75,19,93,40,37,48,89,12,91,27,11,24,86,62,99,69,58,93,89,60,25,3,37,98,69,10,10]
[2,10,61,12,15,33,81,10,36,84,78,71,24,37,9,18,54,98,28,97,46,75,14,14,3,24,72,30,81,92,32,82,25,57,62,16,61,82,5,14,72,63,52,90,48,49,20,97,27,88]
[79,7,74,81,36,11,63,49,23,84,74,22,71,22,46,10,20,66,41,50,67,51,61,9,44,61,33,99,49,87,11,99,45,34,37,89,99,24,56,38,37,13,55,11,57,22,95,39,86,22]
[89,4,56,92,48,87,79,47,73,90,72,74,13,83,56,61,87,55,90,65,34,10,53,12,40,21,76,38,18,60,77,39,99,4,2,2,4,27,4,40,15,52,7,58,80,13,35,21,5,13]
[94,78,96,45,53,66,67,98,84,36,9,87,72,52,91,64,15,67,75,8,50,83,13,91,9,73,88,31,78,36,51,11,75,68,38,29,59,33,79,93,88,76,45,56,20,24,79,42,46,80]
[72,11,10,32,53,86,47,57,16,1,30,29,42,14,65,7,58,56,22,50,33,54,4,16,42,64,38,72,38,7,36,90,17,76,13,54,98,11,3,92,54,47,17,73,93,57,43,41,58,44]
[48,6,31,46,2,85,55,3,40,50,81,24,93,37,41,82,22,44,21,42,25,93,74,63,51,25,98,43,10,23,39,31,93,27,3,98,66,64,49,39,83,41,96,65,32,83,92,56,21,72]
[15,50,64,22,90,30,9,68,6,92,95,67,80,98,4,60,28,77,6,2,37,27,36,44,72,11,16,76,66,64,90,29,40,4,92,78,39,8,64,90,82,89,89,33,29,47,33,12,27,89]
[63,36,77,76,88,64,34,48,48,14,84,48,47,8,57,74,72,87,59,65,66,5,15,78,12,44,82,56,71,82,78,84,99,9,76,39,45,32,60,52,33,26,76,7,15,53,31,23,58,78]
[7,74,24,40,29,76,53,29,67,97,55,82,51,36,97,94,85,45,93,72,6,62,95,81,19,79,98,32,27,13,96,86,79,8,40,1,6,13,10,33,58,61,27,36,68,33,46,47,77,96]
[53,93,77,98,35,46,41,83,7,58,11,53,62,2,21,78,45,80,55,60,80,70,88,56,6,61,62,97,32,29,1,88,43,3,27,25,4,86,71,72,62,16,41,87,9,55,85,53,87,64]
[14,15,12,86,99,26,27,1,40,18,27,18,21,73,26,70,18,13,31,8,80,57,9,4,8,25,59,93,7,8,56,47,6,43,94,54,52,17,61,82,17,68,23,36,34,33,12,17,54,40]
[63,56,45,30,11,65,40,75,18,2,55,59,24,65,5,10,33,76,79,63,1,70,12,78,25,96,63,84,31,81,3,22,93,48,43,93,92,36,54,28,85,10,3,68,37,7,56,64,50,51]
[8,5,41,74,24,48,45,85,18,84,67,44,74,62,63,41,38,90,58,93,6,20,85,34,28,23,84,46,20,32,80,98,32,65,93,99,96,63,6,18,67,33,94,64,28,91,56,3,83,99]
[88,50,75,7,77,18,73,4,37,95,11,73,25,81,37,52,24,21,94,68,18,26,31,36,48,70,32,58,87,56,54,45,77,61,41,36,87,2,22,71,10,18,64,42,4,80,36,53,57,7]
[5,75,65,80,4,4,83,43,83,38,15,38,13,75,70,79,64,72,69,57,48,4,79,41,74,46,76,90,32,18,48,66,68,40,31,75,75,14,2,90,77,61,46,55,63,69,45,33,67,4]
[36,86,63,94,42,67,45,41,8,92,13,4,46,5,73,12,88,27,82,69,38,96,29,23,86,96,32,15,14,12,7,67,84,70,55,84,54,21,80,96,70,8,33,83,52,70,25,62,12,73]
[89,53,31,58,91,19,14,40,13,16,26,17,82,43,93,41,23,2,12,99,94,46,48,41,86,28,67,47,47,92,94,70,74,33,3,87,13,86,54,77,54,84,4,66,87,68,84,19,24,76]
[28,56,97,69,88,45,48,64,40,10,76,57,76,49,82,26,25,33,98,5,5,45,91,77,71,41,28,49,45,54,59,31,55,5,7,39,43,51,15,52,31,4,15,27,61,18,86,84,32,97]
[15,8,22,31,85,88,31,6,18,49,84,17,17,52,14,89,96,82,55,54,91,63,30,76,10,52,87,76,86,2,72,16,42,60,64,29,74,84,32,23,50,84,44,61,87,90,88,95,16,27]
[3,30,88,96,67,94,95,27,90,70,9,29,71,59,10,6,82,20,75,87,32,60,86,10,86,11,72,84,84,76,16,78,28,93,48,1,86,60,24,47,70,2,57,51,90,52,5,45,27,50]
[49,82,30,95,43,99,24,62,29,24,66,26,78,29,71,22,88,87,24,12,35,76,93,20,53,75,13,39,61,14,31,65,49,79,33,19,75,88,10,78,93,4,36,42,62,95,76,32,58,11]
[97,57,70,3,48,52,61,36,4,97,88,54,97,10,9,49,46,59,76,94,6,73,36,73,31,93,34,94,44,92,75,89,28,70,15,86,54,39,86,37,8,58,55,95,8,7,75,49,97,40]
