# INSTANCE PM GSSP 50x50-08

Jobs = 50;
Machines = 50;

# machines in parallel
Capacity = [3,2,1,1,2,3,2,3,2,3,3,1,2,1,2,2,2,3,3,1,2,2,1,3,1,2,1,3,2,1];

# processing times
pt = [
[20,42,97,98,4,81,7,60,75,94,30,21,15,8,48,44,63,89,40,40,94,81,54,64,52,89,3,57,2,47,93,81,17,37,14,40,52,42,90,24,80,32,4,95,51,63,11,54,40,58]
[11,47,65,44,24,88,81,28,76,24,50,9,82,35,37,65,94,66,76,40,47,14,72,32,75,14,32,84,76,23,28,16,53,93,88,48,53,21,76,13,6,30,51,36,64,95,48,25,38,91]
[82,76,99,62,96,41,60,1,81,39,79,77,1,53,80,8,24,24,34,19,47,18,22,19,31,24,89,87,45,54,33,82,96,35,96,46,60,15,73,22,26,18,65,89,6,7,77,84,11,66]
[65,13,7,72,53,75,94,88,14,79,27,76,66,15,85,95,80,52,51,22,88,48,72,29,62,21,23,72,75,52,82,55,74,56,24,94,53,80,74,28,37,85,96,25,53,22,28,76,53,44]
[20,55,83,10,44,37,80,7,89,4,39,72,91,90,38,12,56,45,93,90,77,64,13,13,29,78,45,36,96,31,84,25,8,48,14,32,24,13,51,98,44,39,48,96,79,65,40,86,70,69]
[3,91,60,9,92,20,99,93,25,48,63,63,33,29,78,23,56,96,74,78,56,26,15,12,64,2,11,34,72,65,84,62,53,30,52,92,50,20,12,32,51,23,33,51,83,99,45,8,52,39]
[3,90,20,4,18,22,34,87,21,73,80,94,81,80,85,29,51,20,68,78,77,95,90,80,67,96,63,46,35,49,76,53,13,49,13,24,69,66,62,98,5,70,78,50,19,58,24,66,34,94]
[11,51,53,1,88,99,25,47,39,49,47,81,80,84,38,30,14,64,23,41,8,33,2,19,73,15,91,83,38,36,90,93,34,96,60,42,34,42,19,35,2,50,31,83,75,40,57,59,56,25]
[67,20,49,41,76,2,95,76,62,39,76,93,43,24,28,33,78,10,64,10,35,50,56,56,60,92,76,70,43,39,60,84,82,76,11,25,92,46,6,10,30,38,71,34,54,89,29,63,17,58]
[96,90,91,96,28,84,94,65,32,1,37,66,5,68,91,87,50,95,74,39,91,47,10,66,94,62,26,36,46,70,10,32,6,62,65,90,15,63,22,8,52,76,73,98,18,24,9,40,18,46]
[11,78,94,92,55,38,82,77,90,77,71,79,25,88,32,60,47,65,61,31,2,26,95,36,79,93,15,2,30,42,91,60,64,88,16,42,88,60,61,60,11,54,36,93,80,51,33,12,18,9]
[93,49,69,66,99,64,52,5,39,99,2,88,79,84,29,32,11,66,96,23,84,15,97,11,4,64,23,32,44,52,79,30,15,7,94,20,47,59,99,83,22,36,85,49,9,78,6,58,49,51]
[71,67,67,88,9,55,55,22,42,94,45,49,47,97,5,55,42,28,71,5,64,34,3,32,78,69,71,63,20,87,15,19,45,98,2,49,86,61,82,20,69,95,14,68,87,84,26,83,63,95]
[90,51,79,83,47,6,96,34,64,13,48,90,72,12,17,71,82,91,67,92,39,56,11,93,85,40,26,36,48,74,37,39,68,52,51,23,17,86,43,60,29,70,42,83,83,82,9,93,56,82]
[30,82,45,24,94,34,26,74,58,72,77,78,92,7,78,25,80,9,82,14,87,1,91,53,27,80,58,4,15,6,50,8,75,48,97,62,29,16,47,22,54,8,43,66,98,1,30,78,8,84]
[53,72,3,5,51,28,29,13,69,67,54,59,58,12,59,79,31,12,74,26,4,12,13,93,29,47,53,56,30,61,51,20,41,72,16,90,68,40,42,57,68,15,74,98,64,47,29,61,25,41]
[70,57,75,19,19,52,64,51,3,4,57,36,10,37,93,36,54,18,51,24,84,46,12,16,83,58,54,91,19,95,16,4,97,74,66,60,41,82,33,98,24,90,8,1,29,83,22,6,78,80]
[71,19,58,55,56,91,56,60,39,55,95,32,9,52,69,48,48,98,4,86,21,12,2,41,28,70,34,67,49,72,21,74,37,30,57,1,98,45,69,91,87,15,84,49,79,53,87,88,83,61]
[8,53,10,32,60,74,66,21,17,42,17,82,33,27,59,84,58,58,32,23,17,14,5,65,74,16,36,19,4,40,75,96,27,34,27,72,73,57,22,97,40,21,64,49,50,69,71,84,23,16]
[98,28,47,28,36,9,54,99,64,14,74,69,81,8,64,95,41,54,72,19,64,76,15,87,75,81,32,91,46,53,42,37,8,49,37,89,25,99,17,55,32,32,11,16,18,39,28,73,97,99]
[35,67,23,24,51,54,76,86,35,71,6,82,70,95,98,92,77,23,46,21,78,50,87,38,91,91,98,78,25,7,52,23,23,22,27,22,85,27,74,64,72,79,86,36,31,49,37,10,56,76]
[30,44,28,81,32,8,37,66,58,44,20,93,40,97,10,51,44,52,53,8,89,19,66,56,15,35,65,1,49,99,96,43,5,52,48,31,87,29,55,82,13,51,54,66,3,93,1,79,77,10]
[29,54,45,32,43,21,69,21,98,38,21,4,68,52,16,17,41,36,81,24,72,49,87,34,65,40,90,33,26,54,34,84,74,47,93,18,88,30,99,71,36,1,88,93,47,20,12,36,87,90]
[10,41,28,63,89,97,40,17,66,34,41,80,68,66,2,90,12,95,81,70,54,66,53,89,56,53,78,60,60,21,32,96,33,1,66,5,19,32,59,56,12,63,99,59,33,20,23,60,63,89]
[27,61,25,68,91,30,72,88,54,82,75,75,27,33,71,80,5,93,84,82,4,68,88,72,72,53,12,3,15,41,43,72,27,90,71,91,70,78,98,60,98,52,55,3,42,32,22,40,10,73]
[36,43,71,19,3,48,10,42,81,27,60,49,73,99,47,4,96,77,21,45,64,59,42,86,61,95,18,33,57,41,63,19,62,93,61,31,8,83,3,90,14,98,1,93,35,11,94,23,14,85]
[34,53,47,70,50,98,23,81,46,79,36,37,29,85,9,14,45,34,67,55,38,14,62,54,83,96,80,92,99,14,77,39,46,72,94,67,31,20,74,23,17,13,40,22,97,98,46,19,4,10]
[52,83,33,26,25,29,76,75,23,56,61,38,82,2,12,62,47,87,15,58,48,48,96,64,63,4,73,25,52,25,33,3,31,34,71,26,24,7,49,58,91,54,16,36,18,34,27,53,60,84]
[68,96,22,74,10,15,29,46,46,76,37,48,64,88,46,43,55,15,74,80,35,76,9,55,39,35,85,11,66,50,59,60,97,50,71,81,74,10,11,20,58,22,32,41,37,30,29,38,21,46]
[71,54,54,66,94,10,28,80,54,99,52,5,59,1,19,87,6,17,36,72,3,79,28,3,79,8,29,76,86,8,33,8,91,22,54,9,36,61,16,49,24,95,26,7,88,12,90,99,2,7]
[96,44,32,61,97,55,51,12,85,32,18,64,16,31,94,45,24,69,89,32,96,21,38,41,2,76,4,27,5,89,52,10,81,41,28,10,65,98,33,28,15,95,64,86,34,68,87,35,5,21]
[62,76,46,80,31,79,12,21,8,13,1,36,66,13,5,65,70,45,51,85,5,46,31,45,82,18,20,79,54,60,26,88,47,74,75,31,14,87,32,12,84,7,93,45,17,56,49,57,78,73]
[44,87,96,97,18,90,43,70,4,13,19,8,80,9,76,60,24,56,95,47,14,73,44,97,39,88,35,14,48,2,28,43,16,20,52,36,11,31,16,10,3,31,32,69,69,64,4,9,9,12]
[87,82,85,93,24,70,42,18,35,61,86,68,21,4,3,94,72,98,66,93,99,75,27,9,38,4,52,77,31,71,49,63,24,55,70,9,31,43,62,39,81,69,51,33,70,98,32,63,26,82]
[32,16,30,66,80,46,9,85,24,51,19,67,50,90,31,29,10,79,35,15,46,70,47,48,62,18,44,86,83,88,66,83,82,12,66,94,76,9,92,46,87,52,26,22,67,81,97,40,56,39]
[53,73,22,14,95,56,4,16,79,8,22,27,10,73,76,97,34,19,50,5,93,24,22,70,12,1,91,51,58,22,59,84,75,3,84,66,30,85,45,88,24,35,23,31,59,80,10,83,57,39]
[86,44,92,39,16,41,53,75,26,65,76,60,73,8,64,49,6,62,48,15,86,84,21,93,47,69,9,82,86,58,51,51,97,68,97,42,51,85,68,13,91,99,50,84,71,38,92,85,57,19]
